housing_median_age,total_rooms,median_income,total_bedrooms,Make,population,households,GenderMainOwner,median_house_value,Exposure ,Indicator
32,1978,536,826,VAUXHALL,470,2.5114,Female,212200,1,0
43,1858,345,1054,FORD,329,3.5625,Female,211600,1,0
36,1722,320,794,FORD,322,4.2132,Male,212200,1,0
36,1928,361,1008,HONDA,368,4.733,Male,233700,1,0
36,452,80,248,MAZDA,83,1.9688,Male,226000,1,0
39,1504,280,718,ROVER,261,4.625,Female,219000,1,0
38,2301,416,1079,Unknown,398,4.4236,Female,233600,1,0
30,2773,634,1376,FORD,540,2.7857,Female,201700,1,0
31,2647,539,1473,HONDA,520,3.94,Male,223900,1,0
32,2668,609,1512,MAZDA,541,2.9422,Female,233100,1,0
38,2076,361,988,ROVER,332,5.9175,Female,416900,1,0
44,773,120,405,VOLKSWAGEN,121,5,Male,447100,1,0
37,1275,177,598,FIAT,174,7.1885,Male,500001,1,0
42,3677,627,1779,MAZDA,622,5.1509,Male,426500,1,0
39,2485,382,1072,SUZUKI,342,6.0878,Male,430200,1,0
39,2522,380,1113,VOLVO,357,5.2249,Male,445200,1,0
44,2007,288,921,HONDA,307,6.5989,Male,500001,1,0
30,2170,318,984,ROVER,309,5.6916,Female,500001,1,0
20,5218,959,2302,FORD,850,3.55,Male,476700,1,0
25,3891,848,1848,ALFA ROMEO,759,3.6639,Male,248100,1,0
34,2941,558,1660,FORD,576,4.5667,Male,271500,1,0
35,2053,369,1044,RENAULT,375,4.1875,Male,275400,1,0
48,1410,304,677,FORD,274,3.2596,Male,272400,1,0
36,2178,485,914,JAGUAR,412,2.7656,Male,239500,1,0
39,2603,547,1196,PROTON,487,3.0854,Male,248700,1,0
39,2302,412,1590,VAUXHALL,406,4.8017,Female,273800,1,0
36,1606,318,889,HONDA,294,4.7931,Female,272600,1,0
38,3229,636,1599,MERCEDES,609,3.8646,Female,257100,1,0
42,1576,313,697,VAUXHALL,282,4.3523,Male,283600,1,0
43,1833,355,786,FIAT,334,3.5761,Female,256700,1,0
38,2438,442,1308,HONDA,461,3.6995,Female,260100,1,0
38,2317,451,1155,HONDA,426,4.1488,Male,235300,1,0
34,2597,461,1542,MAZDA,470,4.6211,Female,248900,1,0
30,2143,427,1107,VAUXHALL,416,4.2321,Female,252200,1,0
42,2065,404,1313,FORD,402,4.0179,Male,274300,1,0
38,2036,388,1096,HYUNDAI,371,4.0625,Female,262500,1,0
38,1960,330,874,LANDROVER,308,4.8594,Male,265900,1,0
36,1239,238,717,VAUXHALL,237,3.244,Female,258100,1,0
40,1975,389,1116,BMW,378,4.2898,Male,251600,1,0
40,1745,370,1293,VAUXHALL,357,2.5474,Female,198100,1,0
35,1224,267,887,FIAT,276,4.0987,Female,202400,1,0
33,2557,578,1715,FORD,530,2.9196,Male,208800,1,0
34,1823,457,1485,HONDA,401,3.7222,Female,207200,1,0
32,3214,718,2316,LANDROVER,751,3.7066,Male,206800,1,0
34,2001,388,1461,ROVER,397,3.8304,Male,183000,1,0
35,1148,258,975,VAUXHALL,253,4.037,Female,173300,1,1
32,1339,334,817,VOLVO,349,2.8333,Male,186000,1,0
23,602,135,409,Unknown,123,3.5268,Female,146400,1,1
32,1747,399,1199,FORD,402,3.4286,Female,191800,1,0
29,2741,667,2449,RENAULT,677,3.6944,Female,175200,1,1
24,2080,514,1976,VAUXHALL,478,2.6917,Male,170000,1,1
29,1219,338,1152,VAUXHALL,323,2.8029,Female,180900,1,0
32,1780,484,1732,VOLVO,454,2.4464,Male,169600,1,1
34,2249,460,1544,VOLVO,441,3.4005,Male,176300,1,1
29,3402,747,2331,DAEWOO,690,3.6094,Male,179200,1,1
27,2424,542,1713,HYUNDAI,557,3.8085,Female,181400,1,0
35,2120,412,1375,NISSAN,405,3.4609,Female,166300,1,1
29,2003,401,1520,VOLVO,364,3.994,Male,195300,1,0
30,2281,522,1969,FIAT,500,3.6531,Female,166300,1,1
28,2769,631,2452,FORD,581,2.6071,Male,175900,1,1
35,1852,358,1414,OTHER,347,4.275,Male,173600,1,1
32,1613,361,1283,PROTON,404,3.1944,Female,181700,1,0
23,1627,318,1279,VAUXHALL,289,4.6467,Male,185100,1,0
31,2402,632,2830,DAEWOO,603,2.3333,Male,164200,1,1
37,775,179,726,FORD,183,3.25,Female,159200,1,1
42,1597,373,1311,JAGUAR,352,2.9688,Male,162800,1,1
52,177,59,269,PROTON,75,2.3611,Female,131300,1,1
34,572,154,752,VAUXHALL,182,2.0433,Male,138800,1,1
25,4909,1422,4983,FIAT,1293,2.7254,Male,143500,1,1
30,1572,427,1857,RENAULT,428,2.4914,Female,159200,1,1
37,778,205,850,VOLVO,198,2.5119,Male,180500,1,0
34,1197,260,942,Unknown,245,3.4202,Female,189100,1,0
42,1988,402,1239,FIAT,402,3.2569,Female,201500,1,0
38,2462,553,1843,FORD,538,3.2312,Female,211900,1,0
19,1554,393,1427,HYUNDAI,370,3.125,Female,207100,1,0
37,1210,252,733,LOTUS,243,2.806,Male,214600,1,0
32,4492,1075,4119,MERCEDES,1035,3.2373,Male,183100,1,0
30,2308,674,3034,ROVER,691,2.3929,Female,184400,1,0
37,1091,269,905,FIAT,242,3.1042,Male,152000,1,1
36,1018,305,1307,HYUNDAI,292,2.1453,Male,162100,1,1
39,1382,315,1090,RENAULT,308,3.8125,Female,174000,1,1
39,2451,649,2536,VAUXHALL,648,2.3098,Female,173100,1,1
22,6311,1572,6666,Unknown,1456,2.9334,Male,182600,1,0
26,557,153,455,FORD,196,2.7721,Male,155400,1,1
24,5684,1485,6626,MERCEDES,1481,2.2559,Male,166800,1,1
21,3245,959,3528,PROTON,887,2.3236,Male,156300,1,1
31,1513,389,1396,ROVER,364,2.4706,Female,170600,1,1
24,2343,834,3537,VOLVO,824,2.1094,Male,135200,1,1
27,2510,783,3481,FIAT,726,2.4875,Female,157800,1,1
31,957,295,1300,HYUNDAI,287,2.1383,Male,153400,1,1
30,2019,551,2481,HYUNDAI,484,3.1875,Male,154200,1,1
39,1258,245,988,MG,228,3.2132,Male,176100,1,1
32,2286,654,2991,RENAULT,655,2.1781,Male,174500,1,1
45,531,164,722,VAUXHALL,166,2.1406,Male,162500,1,1
25,1022,291,1570,VOLVO,297,3.023,Female,142000,1,1
28,2127,625,3160,FORD,620,2.5763,Female,173900,1,1
28,1778,605,2184,SUZUKI,574,1.9189,Male,165900,1,1
31,1370,284,1062,CITROEN,277,3.5156,Male,199300,1,0
32,4089,975,3775,JAGUAR,955,3.29,Male,205500,1,0
34,2873,718,2758,SUZUKI,699,2.5985,Male,168600,1,1
32,1252,273,1337,VOLVO,263,2.6579,Female,156800,1,1
36,1084,202,920,VAUXHALL,199,3.7279,Female,162200,1,1
28,1516,363,1011,FORD,344,2.6288,Female,160300,1,1
24,2469,731,3818,PROTON,712,2.5445,Male,151400,1,1
34,1058,230,1043,ROVER,229,3.0536,Male,137500,1,1
35,1734,363,1527,VOLVO,344,3,Female,160600,1,1
32,1619,323,1492,FIAT,342,3.5,Male,165100,1,1
33,1348,260,1098,HYUNDAI,257,4.2917,Female,161200,1,1
36,21,7,21,TOYOTA,9,2.375,Female,175000,1,1
26,2929,970,3792,FORD,817,2.2577,Female,173800,1,1
34,1610,513,2050,FORD,508,2.5562,Male,156300,1,1
36,1359,317,1557,MERCEDES,370,2.7955,Female,157500,1,1
36,1345,331,1511,RENAULT,309,3.5129,Male,142300,1,1
31,1135,355,1717,VAUXHALL,368,2.1602,Female,161700,1,1
28,991,255,1145,BMW,265,2.3611,Female,167000,1,1
33,2464,627,2932,FORD,568,3.0625,Female,165800,1,1
28,6175,1449,5041,FORD,1408,2.8821,Female,158100,1,1
34,3113,409,1139,HONDA,418,10.2289,Female,500001,1,0
34,4062,597,1525,PEUGEOT,566,7.8588,Female,454800,1,0
36,2415,394,1215,VAUXHALL,413,5.5418,Male,326100,1,0
35,2142,373,986,Unknown,374,5.7051,Female,326000,1,0
39,2321,336,880,HYUNDAI,339,7.7108,Male,450000,1,0
50,1430,186,620,VOLKSWAGEN,201,9.532,Female,483300,1,0
52,2405,299,970,VOLVO,319,8.7835,Male,444100,1,0
36,4915,725,1897,NISSAN,700,6.827,Female,359400,1,0
46,2676,427,1022,VAUXHALL,395,6.4288,Male,295500,1,0
48,2539,425,930,FORD,364,4.7269,Male,303900,1,0
36,1449,235,621,BMW,210,6.1824,Male,274100,1,0
45,1213,206,529,FORD,231,5.6629,Male,234000,1,0
46,1271,236,573,FORD,210,4.9312,Female,240200,1,0
43,1621,365,1015,HONDA,329,2.92,Male,242200,1,0
45,3595,619,1686,LEXUS,607,4.73,Male,201000,1,0
39,2569,426,1282,VAUXHALL,432,5.0953,Male,207400,1,0
37,1997,361,1037,VAUXHALL,363,3.7932,Female,210300,1,0
52,1786,306,1018,Unknown,322,4.1518,Female,182100,1,0
46,1505,261,857,OTHER,269,4.5,Male,184200,1,0
34,2765,515,1422,FORD,438,5.4727,Male,238900,1,0
48,1854,360,1126,MERCEDES,382,3.2216,Male,161600,1,1
47,1717,314,868,PORSCHE,295,3.6094,Female,160700,1,1
40,1840,358,1218,VAUXHALL,347,4.25,Male,177900,1,1
43,1810,343,988,BMW,307,3.8203,Male,176000,1,1
40,1983,298,853,FORD,271,5.9845,Male,241700,1,0
32,10626,1504,4353,ROVER,1482,9.8413,Female,500001,1,0
37,2260,322,941,VAUXHALL,303,8.3695,Male,500001,1,0
44,1473,250,668,VAUXHALL,239,8.72,Female,415900,1,0
41,2031,294,859,VOLVO,302,7.419,Male,483700,1,0
41,1602,228,680,FIAT,225,6.553,Female,500001,1,0
40,1477,228,609,MG,224,7.8375,Male,500001,1,0
42,1493,237,665,VAUXHALL,224,6.7571,Female,443900,1,0
41,1676,263,757,VOLVO,255,4.7734,Male,450800,1,0
34,3296,483,1268,FORD,478,8.4802,Male,500001,1,0
39,3008,386,1240,SUZUKI,370,9.2463,Male,500001,1,0
39,2686,417,1094,VOLVO,402,7.0059,Male,500001,1,0
37,1376,237,618,FIAT,226,5.9771,Female,431800,1,0
35,3646,552,1409,PORSCHE,534,6.3794,Female,500001,1,0
44,2890,438,1219,DAEWOO,429,6.987,Female,500001,1,0
48,1371,164,528,VAUXHALL,155,15.0001,Female,500001,1,0
34,2061,260,825,Unknown,254,15.0001,Male,500001,1,0
38,2176,266,798,FORD,243,15.0001,Male,500001,1,0
43,4269,591,1467,HONDA,582,9.0702,Male,500001,1,0
34,5012,746,1699,TOYOTA,715,9.4987,Female,500001,1,0
46,2230,488,1985,VAUXHALL,456,2.2328,Male,142100,1,1
46,2553,558,1740,FORD,492,2.0278,Female,127500,1,1
44,1870,389,1345,LANDROVER,391,1.8932,Male,136100,1,1
48,568,145,559,FIAT,135,2.4135,Female,135700,1,1
52,1193,228,703,BMW,221,3.1741,Female,163800,1,1
44,1401,246,607,Unknown,271,2.8472,Female,218800,1,0
42,1521,320,1118,FORD,311,3.3125,Male,154900,1,1
42,2076,462,1641,RENAULT,436,2.2326,Male,149200,1,1
44,2195,449,1377,SUZUKI,417,3.5887,Male,153500,1,1
38,1280,231,828,BMW,237,4.375,Male,166700,1,1
45,1790,316,1035,FORD,312,4.0985,Male,173100,1,1
42,2203,412,1012,MERCEDES,377,4.0714,Male,234000,1,0
47,3457,622,1700,PROTON,579,3.5164,Female,226500,1,0
49,1678,277,737,SUBARU,287,3.7222,Female,237000,1,0
38,1750,411,1398,VOLKSWAGEN,409,2.3967,Male,163100,1,1
47,2168,352,902,ALFA ROMEO,361,5.894,Male,300900,1,0
52,3571,510,1434,FIAT,490,5.9009,Female,376000,1,0
44,2357,342,891,HYUNDAI,337,6.3467,Male,352700,1,0
52,3094,519,1309,MG,488,6.4223,Female,310900,1,0
46,1774,315,753,ROVER,330,4.7241,Female,279600,1,0
48,1111,229,421,VOLVO,202,3.2813,Female,268100,1,0
50,3374,598,1484,CITROEN,569,4.99,Female,261600,1,0
46,2837,592,1453,FORD,549,3.1115,Female,234600,1,0
47,2344,513,1537,MAZDA,481,3.4777,Female,230600,1,0
52,1464,211,603,RENAULT,226,5.8309,Female,309100,1,0
37,2705,676,1551,ROVER,608,2.2692,Male,225000,1,0
52,1835,330,777,SUBARU,317,3.7159,Female,315400,1,0
52,1784,368,966,VOLVO,345,3.6094,Female,261500,1,0
52,1700,317,996,DAEWOO,329,3.9688,Female,175000,1,1
52,2667,486,1681,HONDA,504,4.0524,Male,173100,1,1
42,2757,713,2112,MAZDA,653,2.7148,Male,166800,1,1
50,1493,326,1000,SUBARU,323,3.3068,Female,154400,1,1
40,1054,251,1056,VOLVO,276,2.3,Male,146700,1,1
45,2612,664,3117,FORD,584,2.3029,Male,148800,1,1
18,1711,383,1474,MAZDA,415,1.2891,Male,181300,1,0
38,2471,529,1661,VAUXHALL,441,2.2765,Female,146600,1,1
44,1284,278,925,OTHER,261,1.7321,Female,178400,1,1
46,1508,261,674,AUDI,255,3.5909,Male,155400,1,1
43,1276,226,545,FIAT,209,4.1518,Male,230700,1,0
52,1576,239,696,FORD,249,6.07,Male,261800,1,0
19,1721,290,571,MAZDA,278,6.6031,Male,500001,1,0
17,821,163,229,PEUGEOT,164,7.3715,Male,263000,1,0
39,2776,840,2546,ROVER,773,2.575,Male,153500,1,1
52,407,160,227,VAUXHALL,148,1.5156,Male,187500,1,0
52,275,123,273,VOLVO,111,1.1667,Male,500001,1,0
52,1925,597,2258,AUDI,594,1.6921,Male,162500,1,1
49,806,199,698,FORD,172,2.3654,Male,137500,1,1
34,2384,604,2073,PROTON,540,2.3062,Male,158000,1,1
30,2598,757,2869,VAUXHALL,769,2.1377,Male,142300,1,1
20,2410,632,2135,Unknown,578,1.6887,Male,148600,1,1
36,930,280,1024,FORD,300,1.0846,Male,146400,1,1
49,1962,435,1329,JAGUAR,457,3.2898,Male,200000,1,0
36,2973,807,2846,MERCEDES,784,2.6217,Male,156300,1,1
52,2687,600,1716,OTHER,544,2.7201,Female,205700,1,0
36,2162,658,1337,VOLVO,590,2.2095,Male,176700,1,1
24,1125,341,579,DAEWOO,321,2.8125,Female,141700,1,1
41,1256,407,855,FORD,383,1.9923,Female,500001,1,0
17,1896,674,971,MAZDA,652,0.8438,Female,175000,1,1
38,1843,565,1449,MERCEDES,524,2.2174,Male,215400,1,0
30,1762,416,940,ROVER,398,2.8631,Male,188600,1,0
33,2682,716,2050,SEAT,692,2.4817,Male,169500,1,1
18,1665,477,1095,VAUXHALL,390,2.6038,Male,155600,1,1
19,557,216,673,VOLVO,212,2.1763,Female,168800,1,1
22,1671,480,1005,CITROEN,443,3.0119,Male,171400,1,1
9,2099,625,1252,FIAT,554,3.1875,Female,173100,1,1
28,1119,334,739,FORD,323,2.5903,Male,125000,1,1
52,2948,542,1363,HYUNDAI,495,4.7098,Male,287900,1,0
52,1872,357,984,SAAB,364,4,Female,250400,1,0
52,1596,314,1024,TOYOTA,292,3.6719,Male,227900,1,0
52,1787,427,1107,AUDI,410,2.5664,Female,215000,1,0
36,2875,552,1131,FORD,458,4.3083,Male,269300,1,0
44,2795,496,1235,NISSAN,469,4.2386,Male,283700,1,0
44,4505,894,2296,VAUXHALL,899,3.4811,Female,300500,1,0
52,2166,483,1308,CITROEN,467,3.0417,Female,222600,1,0
52,3158,459,1229,BMW,444,5.4223,Male,325600,1,0
52,2489,437,1101,FIAT,438,4.2065,Male,320300,1,0
52,1353,274,852,FORD,306,3.4583,Female,239900,1,0
40,1950,509,1038,HYUNDAI,438,2.6172,Female,196100,1,0
26,2193,558,1186,JAGUAR,559,3.6474,Male,184100,1,0
35,1760,447,984,PROTON,384,3.4167,Male,198200,1,0
52,2218,437,1211,VAUXHALL,422,5.0237,Male,241900,1,0
46,2863,513,1412,FIAT,498,5.3272,Female,330200,1,0
32,978,227,543,FORD,211,3.0096,Male,199000,1,0
14,1442,369,782,JAGUAR,343,2.7431,Male,177500,1,1
42,3490,665,1713,ROVER,620,4.5461,Female,242400,1,0
46,271,74,150,ROVER,55,2.2321,Male,237500,1,0
52,670,141,268,FIAT,110,3.5568,Male,205000,1,0
49,1467,259,688,RENAULT,260,4.3452,Male,260100,1,0
45,2199,358,942,TOYOTA,353,5.0393,Female,321100,1,0
39,1804,265,730,VOLVO,276,6.4761,Male,397500,1,0
35,2459,438,970,FORD,437,4.2143,Male,369400,1,0
45,1095,237,672,LOTUS,234,3.4087,Male,209200,1,0
42,3200,685,1668,VAUXHALL,628,3.375,Male,260400,1,0
28,238,58,142,CITROEN,31,0.4999,Male,500001,1,0
45,2923,604,1903,FORD,560,3.1729,Female,218700,1,0
52,1282,189,431,HYUNDAI,187,6.1159,Male,470800,1,0
46,1238,147,377,RENAULT,145,8.4546,Male,500001,1,0
35,1897,279,733,FORD,291,7.4185,Male,500001,1,0
42,2690,589,1149,OTHER,535,3.88,Female,281100,1,0
40,3092,549,1457,Unknown,536,5.3377,Female,373800,1,0
45,1345,356,749,OTHER,327,2.8007,Female,210900,1,0
45,3066,659,1287,VAUXHALL,625,3.5804,Female,324400,1,0
52,2401,332,810,HYUNDAI,308,6.0948,Female,358700,1,0
26,6262,1645,3001,ROVER,1505,3.6572,Female,213200,1,0
44,3298,615,1417,AUDI,643,4.1324,Male,434800,1,0
52,2337,352,981,FORD,328,5.8692,Male,490400,1,0
25,3420,977,1718,VAUXHALL,947,3.1033,Male,217900,1,0
39,2099,397,1500,PROTON,380,4.8304,Female,493200,1,0
23,5465,1494,2511,PEUGEOT,1359,3.4531,Male,210900,1,0
29,3559,1034,1658,FORD,965,3.2643,Male,163900,1,1
24,10239,2823,4210,RENAULT,2565,3.6997,Male,225000,1,0
17,3404,1011,1694,VOLVO,949,2.9511,Male,282300,1,0
27,1499,426,755,FORD,414,3.875,Male,258300,1,0
45,543,191,454,HONDA,181,2.3,Male,55000,1,1
52,403,117,361,LANDROVER,105,1.625,Male,187500,1,0
27,1551,254,816,VOLKSWAGEN,233,8.2435,Male,500001,1,0
41,3039,482,973,OTHER,446,7.4817,Female,500001,1,0
45,2257,285,759,VAUXHALL,305,11.7894,Male,500001,1,0
44,2734,415,1057,Unknown,424,7.9213,Female,477800,1,0
39,2902,460,1007,FORD,420,6.1953,Male,363000,1,0
38,3039,487,1131,NISSAN,465,7.7116,Male,360900,1,0
30,2763,520,1143,VOLKSWAGEN,465,4.7298,Male,500001,1,0
50,2443,494,947,FIAT,451,4.7344,Female,314700,1,0
36,4003,647,1337,SAAB,631,7.723,Female,500001,1,0
52,2826,381,924,FORD,365,7.9976,Female,500001,1,0
46,3156,430,1109,VOLVO,423,10.7397,Female,500001,1,0
16,3569,821,1505,FIAT,783,4.9167,Male,251100,1,0
49,4438,803,1650,FORD,741,5.1072,Male,479700,1,0
34,824,224,430,FORD,213,3.6389,Male,215000,1,0
52,2935,341,975,ROVER,327,11.706,Female,500001,1,0
48,2476,313,900,FIAT,303,10.6767,Male,500001,1,0
52,2954,371,1152,ROVER,347,11.5609,Male,500001,1,0
52,2907,317,956,VOLVO,279,15.0001,Female,500001,1,0
52,2787,353,1057,FIAT,364,10.2317,Male,500001,1,0
52,2568,345,1102,VAUXHALL,345,9.1373,Male,500001,1,0
52,2742,422,1153,FORD,414,8.1124,Male,500001,1,0
44,1917,265,754,HYUNDAI,257,12.4237,Male,500001,1,0
44,1745,237,693,VOLVO,248,9.7912,Female,500001,1,0
45,2966,415,1231,FORD,409,7.8347,Male,500001,1,0
49,3783,579,1601,JAGUAR,539,6.3013,Male,500001,1,0
50,1835,231,636,FIAT,211,11.6471,Male,500001,1,0
47,2234,276,749,HONDA,260,15.0001,Female,500001,1,0
39,788,128,413,VOLVO,139,5.9546,Female,396700,1,0
41,1598,280,807,ROVER,282,5.5067,Male,325000,1,0
38,2638,432,1284,FORD,433,5.4536,Male,342700,1,0
38,1713,285,779,RENAULT,286,5.6152,Female,359900,1,0
27,3787,913,1992,MAZDA,853,3.301,Male,251200,1,0
28,4465,985,2273,FORD,949,3.5671,Female,228500,1,0
30,2201,559,1194,FORD,531,4.1136,Male,279900,1,0
43,1554,287,802,PEUGEOT,277,4.2312,Female,272600,1,0
34,2921,641,1541,SKODA,562,3.6827,Male,264100,1,0
27,1685,341,757,FIAT,317,4.2434,Male,270500,1,0
41,2869,563,1627,FIAT,533,5.0736,Male,270700,1,0
47,832,194,419,Unknown,156,3.1576,Male,225000,1,0
42,2628,525,1494,HONDA,523,3.9464,Male,257200,1,0
42,1969,353,927,VAUXHALL,354,5.5924,Female,285300,1,0
32,2830,645,1500,HONDA,527,3.0819,Male,214600,1,0
36,2966,527,1231,MERCEDES,482,4.6442,Male,316800,1,0
45,1883,275,764,HONDA,289,6.5078,Male,414800,1,0
52,1788,313,792,TOYOTA,294,3.75,Male,280000,1,0
49,3367,523,1317,LOTUS,495,6.706,Female,351400,1,0
50,2131,294,753,FORD,284,6.7099,Female,352200,1,0
49,2812,478,1329,HONDA,490,5.2503,Male,292900,1,0
48,2124,319,785,LANDROVER,319,5.2131,Male,359600,1,0
49,2057,430,1103,FORD,414,4.0556,Female,282600,1,0
34,2918,555,1435,VOLKSWAGEN,568,4.2344,Female,306300,1,0
19,2742,756,1396,VAUXHALL,703,2.5663,Female,197500,1,0
21,3862,1186,2773,JAGUAR,1102,2.7816,Male,188200,1,0
26,3050,825,2153,LANDROVER,772,3.1103,Male,214100,1,0
20,3447,1007,2622,VOLVO,934,2.918,Female,208700,1,0
45,1780,289,755,VAUXHALL,328,4.825,Male,351100,1,0
24,4670,1185,2478,VAUXHALL,1107,3.1975,Male,252400,1,0
52,4061,861,2290,SEAT,790,2.8919,Female,258400,1,0
52,3367,545,1427,PROTON,535,5.2292,Female,444500,1,0
52,4325,823,1927,FORD,795,3.9485,Male,419100,1,0
52,2375,369,930,VAUXHALL,351,7.4111,Male,469100,1,0
52,1746,330,704,PEUGEOT,306,3.7895,Female,364800,1,0
52,1000,192,363,VAUXHALL,158,4.2981,Male,352800,1,0
36,6119,1513,2719,VAUXHALL,1402,3.8427,Male,319700,1,0
43,1810,427,742,JAGUAR,429,3.8529,Male,350000,1,0
52,1518,344,725,VOLKSWAGEN,296,3.4018,Female,204500,1,0
49,1789,288,848,VOLVO,311,6.0199,Female,500000,1,0
38,2231,489,940,SAAB,484,5.4165,Male,435100,1,0
37,2246,481,995,TOYOTA,459,4.2944,Female,354700,1,0
39,2618,582,1314,DAEWOO,532,3.5875,Male,309300,1,0
39,3856,867,1847,ROVER,830,3.4559,Male,364900,1,0
31,5715,1154,2639,VAUXHALL,1079,4.1661,Male,364400,1,0
48,1091,236,632,DAEWOO,234,3.7235,Male,263600,1,0
39,1758,436,892,PROTON,447,3.6406,Male,278900,1,0
26,4971,996,2370,ROVER,932,4.9676,Male,381400,1,0
25,4444,647,1922,BMW,652,8.058,Male,477300,1,0
27,4073,1013,2411,TOYOTA,933,3.108,Female,231000,1,0
27,1935,460,1456,ROVER,382,2.8062,Female,192800,1,0
52,2203,430,1238,BMW,403,4.4306,Male,225800,1,0
52,1722,448,1122,FIAT,425,3.1204,Female,224000,1,0
36,3514,818,2277,FORD,828,3.1211,Female,229300,1,0
44,1053,251,941,FORD,256,3.125,Female,205600,1,0
48,3697,816,2446,HYUNDAI,787,3.3988,Male,199200,1,0
28,4164,1127,2934,HYUNDAI,1014,2.7483,Female,218800,1,0
38,1745,457,1547,PROTON,460,2.85,Male,219000,1,0
24,3988,1098,2909,ALFA ROMEO,1034,2.7036,Male,170000,1,1
30,1433,397,1110,FIAT,346,2.3464,Female,191700,1,0
24,2999,786,2937,FORD,796,2.9405,Male,217800,1,0
52,695,145,523,HYUNDAI,170,3.665,Female,220400,1,0
44,2012,435,1454,MAZDA,456,3.3229,Male,226600,1,0
25,4870,1371,3518,PROTON,1296,3.2307,Female,188400,1,0
42,700,212,662,VAUXHALL,210,3.0078,Female,191700,1,0
42,2562,781,1936,BMW,687,2.2214,Male,219000,1,0
40,1931,449,1367,FIAT,446,2.575,Male,228400,1,0
27,6010,1532,3620,FORD,1445,2.7436,Male,201700,1,0
41,1379,315,1249,FORD,309,2.6553,Female,183100,1,0
36,1068,246,949,HONDA,250,2.3462,Male,188500,1,0
44,2352,484,1517,PROTON,463,4.2833,Female,258000,1,0
29,1937,448,1352,OTHER,433,3.81,Female,234600,1,0
20,3090,802,2109,VOLVO,738,3.3801,Female,192500,1,0
34,2578,645,1628,FIAT,617,2.34,Female,210900,1,0
34,2253,522,1262,FIAT,511,3.4375,Male,259800,1,0
33,2178,445,1153,FORD,400,3.6083,Female,212000,1,0
28,676,177,543,FORD,185,3.2361,Female,187500,1,0
32,4275,1061,2812,JAGUAR,1012,3.3512,Male,214100,1,0
36,2679,548,1605,VAUXHALL,533,3.5313,Male,213200,1,0
40,1904,393,1183,FORD,364,3.6696,Male,210400,1,0
38,1889,407,1330,HONDA,396,3.9219,Female,205200,1,0
43,1716,402,1343,ROVER,386,2.9688,Male,211400,1,0
40,855,208,745,VOLVO,222,3.0125,Male,224000,1,0
34,1513,384,986,FORD,336,2.6901,Male,235600,1,0
33,1430,344,1165,NISSAN,328,3.0357,Female,206000,1,0
42,1003,236,769,VAUXHALL,231,3.1607,Female,218300,1,0
42,1460,289,829,FORD,273,4.875,Male,227300,1,0
37,2894,659,1977,BMW,636,2.543,Male,208100,1,0
24,4510,1296,3985,JAGUAR,1240,2.6884,Female,204600,1,0
46,2822,525,1434,PROTON,520,3.8906,Male,238300,1,0
42,3172,644,1829,RENAULT,642,3.3966,Female,243200,1,0
30,2350,472,945,VAUXHALL,467,3.3421,Male,201000,1,0
45,1106,226,779,FORD,205,4.5446,Male,244800,1,0
46,1130,229,698,HYUNDAI,209,5.2719,Male,244400,1,0
25,3603,1003,2719,MAZDA,913,2.6981,Male,208000,1,0
52,1437,290,980,RENAULT,282,5.3032,Male,245700,1,0
49,1782,374,1010,VAUXHALL,367,3.1583,Male,268200,1,0
34,3848,991,2814,FORD,972,2.6716,Female,227100,1,0
35,2248,615,1762,FORD,622,3,Male,253900,1,0
35,2517,662,1883,PEUGEOT,607,2.5787,Female,223000,1,0
36,2433,585,1565,VOLKSWAGEN,563,3.2344,Female,234900,1,0
32,1880,428,1404,FIAT,424,3.085,Female,220500,1,0
45,1770,423,1410,FORD,389,3.0592,Female,212500,1,0
43,1050,252,820,HYUNDAI,244,2.025,Male,215600,1,0
23,1190,347,965,RENAULT,327,2.2261,Male,211800,1,0
17,1714,572,1590,AUSTIN,568,1.1875,Female,183900,1,0
20,2130,654,1870,NISSAN,578,2.3664,Female,192200,1,0
17,5137,1614,4945,Unknown,1535,2.4599,Male,181600,1,0
19,3215,907,3072,FORD,870,2.3393,Female,202300,1,0
18,2609,721,2221,VOLKSWAGEN,703,2.3224,Female,192300,1,0
42,1036,199,656,Unknown,215,4.1902,Female,235000,1,0
39,2390,444,1246,DAEWOO,422,3.7857,Female,245700,1,0
37,1339,258,706,FORD,238,4.7569,Male,253800,1,0
52,1983,344,887,JAGUAR,331,3.2875,Female,234400,1,0
44,1626,383,1063,RENAULT,334,2.4348,Male,220700,1,0
47,2994,543,1651,VAUXHALL,561,3.8644,Male,241500,1,0
42,3836,777,2118,VOLVO,754,3.6364,Male,254600,1,0
40,1072,204,940,ALFA ROMEO,200,3.125,Male,242700,1,0
28,3855,922,2517,HYUNDAI,874,3.505,Female,204300,1,0
25,4284,741,2163,MITSUBISHI,701,6.1509,Male,315100,1,0
27,1675,274,785,TOYOTA,275,5.828,Female,301100,1,0
25,5478,1136,3062,VOLVO,1096,3.4118,Female,341100,1,0
31,3362,799,1939,AUDI,754,3.5089,Male,305800,1,0
33,3287,649,1783,FORD,653,3.8472,Male,293300,1,0
30,1692,398,1130,MAZDA,365,2.8672,Male,198500,1,0
27,5257,1082,3496,RENAULT,1036,3.3906,Female,237200,1,0
